PLEASER_ITEM,DESCRIPTION,BRAND,SUB_CATEGORY,2ND_SUB_CATEGORY,STYLE_NAME,COLOR_DESCRIPTION,WHOLESALE_PRICE_US,SIZE_RANGE,IMAGE_FULL,IMAGE_THUMBNAIL,BLANK_1,BLANK_2,HEEL_PLATFORM,MSRP_USD_FOR_INTL_ACCT,DESCRIPTION_ADDITION,ITEM_STATUS,SALE_DATE,MAP_US_DOLLAR,MAP_ACTIVATION_DATE,MSRP_EURO_FOR_INTL_ACCT,FIT_GUIDE,MSRP_USD_FOR_DOMESTIC_ACCT,MSRP_GBP_FOR_INTL_ACCT,CALF_CIRCUMFERENCE,BOOT_SHAFT_HEIGHT,FIRST_RCV_DATE,WHOLESALE_PRICE_NETHERLANDS,VEGAN_STYLE,MULTIVIEW_IMAGE_1,MULTIVIEW_IMAGE_2,MULTIVIEW_IMAGE_3,MULTIVIEW_IMAGE_4,HTML5_LINK,UPPER_MATERIAL,MID-SOLE_MATERIAL,LINING_MATERIAL,OUTSOLE_MATERIAL,HS_CODE,HEEL_HEIGHT_IN_INCH,HEEL_HEIGHT_IN_CM,PLATFORM_HEIGHT_IN_INCH,PLATFORM_HEIGHT_IN_CM,MSRP_YEN,MSRP_CAD,MSRP_RUBLE,MSRP_AUD,MSRP_UAH
DRE408/CR,"*4"" Heel D'Orsay Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-408,Cream Pat,16.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-408-cr.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-408-cr_t.jpg,,,"4"" Heel",56.95,"4"""" (10.2cm) Heel Crisscross D'Orsay Pump",SALE,06/24/2021,,,46.95,TRUE TO SIZE,41.95,40.95,,,02/01/2017,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-408-cr01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-408-cr05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-408-cr09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-408-cr13.jpg,https://pleaser.sa.metacdn.com/html5/dream-408-cr/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,6299.00,72.95,4099,75.95,1599.00
DRE412/BNB,"4"" Heel Peep Toe Ankle Strap Sandal",Pleaser Pink Label,Single Soles,4" Heel,DREAM-412,Blk Nubuck,27.00,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-412-bnb.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-412-bnb_t.jpg,,,"4"" Heel",83.95,"4"""" (10.2cm) Heel Peep Toe Crisscross Ankle Strap Sandal",CURRENT,,54.95,10/17/2016,68.95,TRUE TO SIZE,,60.95,,,01/19/2017,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-412-bnb01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-412-bnb05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-412-bnb09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-412-bnb13.jpg,https://pleaser.sa.metacdn.com/html5/dream-412-bnb/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,9199.00,106.95,6099,111.95,2399.00
DRE412/TPNB,"*4"" Heel Peep Toe Ankle Strap Sandal",Pleaser Pink Label,Single Soles,4" Heel,DREAM-412,Taupe Nubuck,17.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-412-tpnb.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-412-tpnb_t.jpg,,,"4"" Heel",61.95,"4"""" (10.2cm) Heel Peep Toe Crisscross Ankle Strap Sandal",SALE,06/24/2021,,,50.95,TRUE TO SIZE,46.95,44.95,,,02/13/2017,28.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-412-tpnb01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-412-tpnb05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-412-tpnb09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-412-tpnb13.jpg,https://pleaser.sa.metacdn.com/html5/dream-412-tpnb/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,6799.00,78.95,4499,81.95,1799.00
DRE420/B,"4"" Heel Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-420,Blk Pat,27.00,"6-17",https://pleaser.sa.metacdn.com/picxnw/dream-420w-b.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-420w-b_t.jpg,,,"4"" Heel",81.95,"4"""" Heel Pointed Toe Pump",CURRENT,,56.95,01/28/2013,66.95,TRUE TO SIZE,,58.95,,,02/09/2006,39.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-420-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-b13.jpg,https://pleaser.sa.metacdn.com/html5/dream-420-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,8999.00,104.95,5899,108.95,2299.00
DRE420/B/PU,"4"" Heel Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-420,Blk Faux Leather,27.00,"6-17",https://pleaser.sa.metacdn.com/picxnw/dream-420w-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-420w-bpu_t.jpg,,,"4"" Heel",81.95,"4"""" Heel Pointed Toe Pump",CURRENT,,56.95,01/28/2013,66.95,TRUE TO SIZE,,58.95,,,02/09/2006,39.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-420-b-pu01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-b-pu05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-b-pu09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-b-pu13.jpg,https://pleaser.sa.metacdn.com/html5/dream-420-b-pu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,8999.00,104.95,5899,108.95,2299.00
DRE420/CR,"4"" Heel Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-420,Cream Pat,27.00,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-420-cr.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-420-cr_t.jpg,,,"4"" Heel",81.95,"4"""" Heel Pointed Toe Pump",CURRENT,,56.95,10/17/2016,66.95,TRUE TO SIZE,,58.95,,,01/25/2017,39.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-420-cr01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-cr05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-cr09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-cr13.jpg,https://pleaser.sa.metacdn.com/html5/dream-420-cr/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,8999.00,104.95,5899,108.95,2299.00
DRE420/HP,"4"" Heel Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-420,H. Pink Pat,27.00,"6-17",https://pleaser.sa.metacdn.com/picxnw/dream-420w-hp.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-420w-hp_t.jpg,,,"4"" Heel",81.95,"4"""" Heel Pointed Toe Pump",CURRENT,,56.95,01/28/2013,66.95,TRUE TO SIZE,,58.95,,,02/09/2006,39.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-420-hp01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-hp05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-hp09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-hp13.jpg,https://pleaser.sa.metacdn.com/html5/dream-420-hp/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,8999.00,104.95,5899,108.95,2299.00
DRE420/R,"4"" Heel Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-420,Red Pat,27.00,"6-17",https://pleaser.sa.metacdn.com/picxnw/dream-420w-r.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-420w-r_t.jpg,,,"4"" Heel",81.95,"4"""" Heel Pointed Toe Pump",CURRENT,,56.95,01/28/2013,66.95,TRUE TO SIZE,,58.95,,,11/11/2008,39.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-420-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420-r13.jpg,https://pleaser.sa.metacdn.com/html5/dream-420-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,8999.00,104.95,5899,108.95,2299.00
DRE420W/B,"4"" Heel Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-420W,Blk Pat,28.00,"6-17",https://pleaser.sa.metacdn.com/picxnw/dream-420w-b.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-420w-b_t.jpg,,,"4'' Heel",83.95,"4"""" (101mm) Heel Classic Pump",CURRENT,,57.95,04/04/2019,68.95,TRUE TO SIZE,,60.95,,,09/16/2019,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-420w-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420w-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420w-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420w-b13.jpg,https://pleaser.sa.metacdn.com/html5/dream-420w-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.1,.0,.0,9199.00,106.95,6099,111.95,2399.00
DRE420W/BPU,"4"" Heel Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-420W,Blk Faux Leather,28.00,"6-17",https://pleaser.sa.metacdn.com/picxnw/dream-420w-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-420w-bpu_t.jpg,,,"4'' Heel",83.95,"4"""" (101mm) Heel Classic Pump",CURRENT,,57.95,04/04/2019,68.95,TRUE TO SIZE,,60.95,,,09/16/2019,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-420w-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420w-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420w-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-420w-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/dream-420w-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.1,.0,.0,9199.00,106.95,6099,111.95,2399.00
DRE425/BPU,"*4"" Heel T-Strap Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-425,Blk Faux Leather,14.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-425-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-425-bpu_t.jpg,,,"4"" Heel",56.95,"4"""" (10.2cm) Heel T-Strap Pump",SALE,05/30/2018,,,46.95,TRUE TO SIZE,42.95,40.95,,,01/23/2017,24.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-425-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-425-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-425-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-425-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/dream-425-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,6299.00,72.95,4099,75.95,1599.00
DRE425/R,"*4"" Heel T-Strap Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-425,Red Pat,15.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-425-r.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-425-r_t.jpg,,,"4"" Heel",60.95,"4"""" (10.2cm) Heel T-Strap Pump",SALE,05/30/2018,,,49.95,TRUE TO SIZE,43.95,43.95,,,01/16/2017,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-425-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-425-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-425-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-425-r13.jpg,https://pleaser.sa.metacdn.com/html5/dream-425-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,6699.00,77.95,4399,80.95,1699.00
DRE428/B,"4"" Heel  Maryjane Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-428,Blk Pat,28.00,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-428-b.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-428-b_t.jpg,,,"4"" Heel",87.95,"4"""" (10.2cm) Heel  Maryjane Pump",CURRENT,,56.95,10/14/2016,71.95,TRUE TO SIZE,,63.95,,,01/25/2017,42.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-428-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-428-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-428-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-428-b13.jpg,https://pleaser.sa.metacdn.com/html5/dream-428-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,9699.00,112.95,6399,116.95,2499.00
DRE428/R,"*4"" Heel  Maryjane Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-428,Red Pat,18.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-428-r.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-428-r_t.jpg,,,"4"" Heel",64.95,"4"""" (10.2cm) Heel  Maryjane Pump",SALE,06/24/2021,,,52.95,TRUE TO SIZE,47.95,46.95,,,01/25/2017,30.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-428-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-428-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-428-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-428-r13.jpg,https://pleaser.sa.metacdn.com/html5/dream-428-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,7099.00,82.95,4699,85.95,1899.00
DRE431/B,"4"" Heel Ankle Strap Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-431,Blk Pat,28.00,"6-17",https://pleaser.sa.metacdn.com/picxnw/dream-431-b.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-431-b_t.jpg,,,"4"" Heel",83.95,"4"""" (10.2cm) Heel Ankle Strap Pump",CURRENT,,56.95,01/28/2013,68.95,TRUE TO SIZE,,60.95,,,02/09/2006,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-431-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-431-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-431-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-431-b13.jpg,https://pleaser.sa.metacdn.com/html5/dream-431-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,9199.00,106.95,6099,111.95,2399.00
DRE432/BPU,"*4"" Heel Wide Band Ankle Strap Pump",Pleaser Pink Label,Single Soles,4" Heel,DREAM-432,Blk Faux Leather,21.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-432-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-432-bpu_t.jpg,,,"4"" Heel",68.95,"4"""" (10.2cm) Heel Wide Band Ankle Strap Pump",SALE,05/30/2018,,,56.95,TRUE TO SIZE,52.95,49.95,,,01/26/2017,33.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-432-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-432-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-432-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-432-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/dream-432-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,7599.00,87.95,4999,91.95,1999.00
DRE438/B,"4"" Heel Ankle Boot",Pleaser Pink Label,Single Soles,Ankle/Mid-Calf Boots,DREAM-438,Blk Pat,41.00,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-438-b.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-438-b_t.jpg,,,"4"" Heel",118.95,"4"""" (10.2cm) Heel Strappy Ankle Boot, Featuring Full-Length Back Zip Closure",CURRENT,,83.95,10/25/2016,97.95,TRUE TO SIZE,,85.95,10.75,6.25,02/22/2017,61.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-438-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-b13.jpg,https://pleaser.sa.metacdn.com/html5/dream-438-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.91.4050,4.0,10.2,.0,.0,13099.00,151.95,8599,157.95,3399.00
DRE438/BPU,"4"" Heel Ankle Boot",Pleaser Pink Label,Single Soles,Ankle/Mid-Calf Boots,DREAM-438,Blk Faux Leather,41.00,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-438-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-438-bpu_t.jpg,,,"4"" Heel",118.95,"4"""" (10.2cm) Heel Strappy Ankle Boot, Featuring Full-Length Back Zip Closure",CURRENT,,83.95,10/17/2016,97.95,TRUE TO SIZE,,85.95,10.75,6.25,03/01/2017,61.00,YES,https://pleaser.sa.metacdn.com/viewpic/dream-438-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/dream-438-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.91.4050,4.0,10.2,.0,.0,13099.00,151.95,8599,157.95,3399.00
DRE438/GPU,"*4"" Heel Ankle Boot",Pleaser Pink Label,Single Soles,Ankle/Mid-Calf Boots,DREAM-438,Gold Met.Pu,25.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-438-gpu.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-438-gpu_t.jpg,,,"4"" Heel",77.95,"4"""" (10.2cm) Heel Strappy Ankle Boot, Featuring Full-Length Back Zip Closure",SALE,06/24/2021,,,63.95,TRUE TO SIZE,57.95,56.95,10.75,6.25,02/22/2017,41.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-438-gpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-gpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-gpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-gpu13.jpg,https://pleaser.sa.metacdn.com/html5/dream-438-gpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.91.4050,4.0,10.2,.0,.0,8599.00,99.95,5699,103.95,2199.00
DRE438/SPU,"*4"" Heel Ankle Boot",Pleaser Pink Label,Single Soles,Ankle/Mid-Calf Boots,DREAM-438,Slv Met. Pu,24.50,"9-17",https://pleaser.sa.metacdn.com/picxnw/dream-438-spu.jpg,https://pleaser.sa.metacdn.com/picxnw/dream-438-spu_t.jpg,,,"4"" Heel",74.95,"4"""" (10.2cm) Heel Strappy Ankle Boot, Featuring Full-Length Back Zip Closure",SALE,06/24/2021,,,60.95,TRUE TO SIZE,56.95,53.95,10.75,6.25,02/21/2017,39.50,YES,https://pleaser.sa.metacdn.com/viewpic/dream-438-spu01.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-spu05.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-spu09.jpg,https://pleaser.sa.metacdn.com/viewpic/dream-438-spu13.jpg,https://pleaser.sa.metacdn.com/html5/dream-438-spu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.91.4050,4.0,10.2,.0,.0,8199.00,95.95,5399,99.95,2099.00
EVE01/BSA,"*5"" Heel, 1/2"" PF Wrap Around Sandal",Pleaser Pink Label,Platform,5" Heel,EVE-01,Blk Satin,21.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-01-bsa.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-01-bsa_t.jpg,,,"5"" Heel, 1/2"" PF",68.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Platform Wrap Around Sandal with Bow Accent",SALE,06/24/2021,,,56.95,TRUE TO SIZE,52.95,49.95,,,02/13/2017,33.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-01-bsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-bsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-bsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-bsa13.jpg,https://pleaser.sa.metacdn.com/html5/eve-01-bsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,5.0,12.7,,1.3,7599.00,87.95,4999,91.95,1999.00
EVE01/CTSA,"*5"" Heel, 1/2"" PF Wrap Around Sandal",Pleaser Pink Label,Platform,5" Heel,EVE-01,Cheetah Satin,18.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-01-ctsa.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-01-ctsa_t.jpg,,,"5"" Heel, 1/2"" PF",63.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Platform Wrap Around Sandal with Bow Accent",SALE,12/31/2020,,,51.95,TRUE TO SIZE,47.95,45.95,,,02/09/2017,29.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-01-ctsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-ctsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-ctsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-ctsa13.jpg,https://pleaser.sa.metacdn.com/html5/eve-01-ctsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,5.0,12.7,,1.3,6999.00,81.95,4599,84.95,1799.00
EVE01/RSA,"*5"" Heel, 1/2"" PF Wrap Around Sandal",Pleaser Pink Label,Platform,5" Heel,EVE-01,Red Satin,18.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-01-rsa.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-01-rsa_t.jpg,,,"5"" Heel, 1/2"" PF",63.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Platform Wrap Around Sandal with Bow Accent",SALE,12/31/2020,,,51.95,TRUE TO SIZE,47.95,45.95,,,02/13/2017,29.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-01-rsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-rsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-rsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-01-rsa13.jpg,https://pleaser.sa.metacdn.com/html5/eve-01-rsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,5.0,12.7,,1.3,6999.00,81.95,4599,84.95,1799.00
EVE02/B,"5"" Heel, 1/2"" PF Closed Back Sandal W/ Buckled Ankle Strap",Pleaser Pink Label,Platform,5" Heel,EVE-02,Blk Pat,31.00,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-02-b.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-02-b_t.jpg,,,"5"" Heel, 1/2"" PF",93.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Closed Back Sandal with Buckled Ankle Strap",CURRENT,,63.95,10/17/2016,76.95,TRUE TO SIZE,,67.95,,,01/23/2017,46.00,YES,https://pleaser.sa.metacdn.com/viewpic/eve-02-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-b13.jpg,https://pleaser.sa.metacdn.com/html5/eve-02-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.5,1.3,10299.00,119.95,6799,124.95,2699.00
EVE02/BPU,"5"" Heel, 1/2"" PF Closed Back Sandal W/ Buckled Ankle Strap",Pleaser Pink Label,Platform,5" Heel,EVE-02,Blk Faux Leather,31.00,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-02-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-02-bpu_t.jpg,,,"5"" Heel, 1/2"" PF",93.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Closed Back Sandal with Buckled Ankle Strap",CURRENT,,63.95,10/17/2016,76.95,TRUE TO SIZE,,67.95,,,01/23/2017,46.00,YES,https://pleaser.sa.metacdn.com/viewpic/eve-02-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-02-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.5,1.3,10299.00,119.95,6799,124.95,2699.00
EVE02/CR,"*5"" Heel, 1/2"" PF Closed Back Sandal W/ Buckled Ankle Strap",Pleaser Pink Label,Platform,5" Heel,EVE-02,Cream Pat,12.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-02-cr.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-02-cr_t.jpg,,,"5"" Heel, 1/2"" PF",49.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Closed Back Sandal with Buckled Ankle Strap",SALE,06/24/2021,,,40.95,TRUE TO SIZE,36.95,35.95,,,01/23/2017,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-02-cr01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-cr05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-cr09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-cr13.jpg,https://pleaser.sa.metacdn.com/html5/eve-02-cr/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.3,5499.00,63.95,3599,65.95,1399.00
