PLEASER_ITEM,DESCRIPTION,BRAND,SUB_CATEGORY,2ND_SUB_CATEGORY,STYLE_NAME,COLOR_DESCRIPTION,WHOLESALE_PRICE_US,SIZE_RANGE,IMAGE_FULL,IMAGE_THUMBNAIL,BLANK_1,BLANK_2,HEEL_PLATFORM,MSRP_USD_FOR_INTL_ACCT,DESCRIPTION_ADDITION,ITEM_STATUS,SALE_DATE,MAP_US_DOLLAR,MAP_ACTIVATION_DATE,MSRP_EURO_FOR_INTL_ACCT,FIT_GUIDE,MSRP_USD_FOR_DOMESTIC_ACCT,MSRP_GBP_FOR_INTL_ACCT,CALF_CIRCUMFERENCE,BOOT_SHAFT_HEIGHT,FIRST_RCV_DATE,WHOLESALE_PRICE_NETHERLANDS,VEGAN_STYLE,MULTIVIEW_IMAGE_1,MULTIVIEW_IMAGE_2,MULTIVIEW_IMAGE_3,MULTIVIEW_IMAGE_4,HTML5_LINK,UPPER_MATERIAL,MID-SOLE_MATERIAL,LINING_MATERIAL,OUTSOLE_MATERIAL,HS_CODE,HEEL_HEIGHT_IN_INCH,HEEL_HEIGHT_IN_CM,PLATFORM_HEIGHT_IN_INCH,PLATFORM_HEIGHT_IN_CM,MSRP_YEN,MSRP_CAD,MSRP_RUBLE,MSRP_AUD,MSRP_UAH
EVE02/CRPU,"*5"" Heel, 1/2"" PF Closed Back Sandal W/ Buckled Ankle Strap",Pleaser Pink Label,Platform,5" Heel,EVE-02,Cream Faux Leather,14.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-02-crpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-02-crpu_t.jpg,,,"5"" Heel, 1/2"" PF",56.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Closed Back Sandal with Buckled Ankle Strap",SALE,06/24/2021,,,46.95,TRUE TO SIZE,42.95,40.95,,,01/23/2017,24.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-02-crpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-crpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-crpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-crpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-02-crpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.3,6299.00,72.95,4099,75.95,1599.00
EVE02/R,"*5"" Heel, 1/2"" PF Closed Back Sandal W/ Buckled Ankle Strap",Pleaser Pink Label,Platform,5" Heel,EVE-02,Red Pat,14.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-02-r.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-02-r_t.jpg,,,"5"" Heel, 1/2"" PF",56.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Closed Back Sandal with Buckled Ankle Strap",SALE,06/24/2021,,,46.95,TRUE TO SIZE,42.95,40.95,,,01/23/2017,24.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-02-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-02-r13.jpg,https://pleaser.sa.metacdn.com/html5/eve-02-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.5,1.3,6299.00,72.95,4099,75.95,1599.00
EVE04/B,"*5"" Heel, 1/2"" PF Peep Toe Slingback Sandal",Pleaser Pink Label,Platform,5" Heel,EVE-04,Blk Pat,16.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-04-b.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-04-b_t.jpg,,,"5"" Heel, 1/2"" PF",60.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Peep Toe Slingback Sandal",SALE,06/24/2021,,,49.95,TRUE TO SIZE,45.95,43.95,,,01/26/2017,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-04-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-b13.jpg,https://pleaser.sa.metacdn.com/html5/eve-04-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.5,1.3,6699.00,77.95,4399,80.95,1699.00
EVE04/BPU,"*5"" Heel, 1/2"" PF Peep Toe Slingback Sandal",Pleaser Pink Label,Platform,5" Heel,EVE-04,Blk Faux Leather,16.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-04-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-04-bpu_t.jpg,,,"5"" Heel, 1/2"" PF",60.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Peep Toe Slingback Sandal",SALE,06/24/2021,,,49.95,TRUE TO SIZE,45.95,43.95,,,01/26/2017,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-04-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-04-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.5,1.3,6699.00,77.95,4399,80.95,1699.00
EVE04/CR,"*5"" Heel, 1/2"" PF Peep Toe Slingback Sandal",Pleaser Pink Label,Platform,5" Heel,EVE-04,Cream Pat,14.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-04-cr.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-04-cr_t.jpg,,,"5"" Heel, 1/2"" PF",54.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Peep Toe Slingback Sandal",SALE,06/24/2021,,,44.95,TRUE TO SIZE,42.95,39.95,,,01/23/2017,23.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-04-cr01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-cr05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-cr09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-04-cr13.jpg,https://pleaser.sa.metacdn.com/html5/eve-04-cr/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.3,5999.00,69.95,3999,72.95,1599.00
EVE07/B-CR,"*5"" Heel, 1/2"" PF Spectator Pump w/Cutout Details",Pleaser Pink Label,Platform,5" Heel,EVE-07,Blk-Cream Pat,17.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-07-bcr.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-07-bcr_t.jpg,,,"5"" Heel, 1/2"" PF",57.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Spectator Pump with Cutout Details",SALE,05/30/2018,,,47.95,TRUE TO SIZE,43.95,41.95,,,02/21/2017,28.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-07-b-cr01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-07-b-cr05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-07-b-cr09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-07-b-cr13.jpg,https://pleaser.sa.metacdn.com/html5/eve-07-b-cr/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.3,6399.00,73.95,4199,76.95,1699.00
EVE07/W-B,"*5"" Heel, 1/2"" PF Spectator Pump w/Cutout Details",Pleaser Pink Label,Platform,5" Heel,EVE-07,Wht-Blk Pat,17.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-07-wb.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-07-wb_t.jpg,,,"5"" Heel, 1/2"" PF",57.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Concealed Platform Spectator Pump with Cutout Details",SALE,05/30/2018,,,47.95,TRUE TO SIZE,43.95,41.95,,,03/15/2017,28.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-07-w-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-07-w-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-07-w-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-07-w-b13.jpg,https://pleaser.sa.metacdn.com/html5/eve-07-w-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.3,6399.00,73.95,4199,76.95,1699.00
EVE102/BPU,"*5"" Heel, 1/2"" PF Open Toe/Heel Back Lace-Up Ankle Boot",Pleaser Pink Label,Platform,Ankle/Mid-Calf Boots,EVE-102,Blk Faux Leather,21.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-102-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-102-bpu_t.jpg,,,"5"" Heel, 1/2"" PF",71.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Open Toe/Heel Back Lace-Up Ankle Boot, Inner Side Zip Closure",SALE,06/24/2021,,,58.95,TRUE TO SIZE,52.95,51.95,9.25,6.75,02/13/2017,37.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-102-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-102-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-102-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-102-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-102-bpu/Preview.html,PU,SEMI-PU,PVC,RUBBER,6402.91.4050,5.0,12.7,,1.3,7899.00,91.95,5199,95.95,2099.00
EVE102/CRPU,"*5"" Heel, 1/2"" PF Open Toe/Heel Back Lace-Up Ankle Boot",Pleaser Pink Label,Platform,Ankle/Mid-Calf Boots,EVE-102,Cream Faux Leather,21.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-102-crpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-102-crpu_t.jpg,,,"5"" Heel, 1/2"" PF",66.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Open Toe/Heel Back Lace-Up Ankle Boot, Inner Side Zip Closure",SALE,06/24/2021,,,54.95,TRUE TO SIZE,48.95,48.95,9.25,6.75,02/13/2017,37.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-102-crpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-102-crpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-102-crpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-102-crpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-102-crpu/Preview.html,PU,SEMI-PU,PVC,RUBBER,6402.91.4050,5.0,12.7,.5,1.3,7399.00,85.95,4899,88.95,1899.00
EVE106/BNPU,"*5"" Heel, 1/2"" PF Ankle Boot",Pleaser Pink Label,Platform,Ankle/Mid-Calf Boots,EVE-106,Brown Faux Leather,29.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-106-bnpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-106-bnpu_t.jpg,,,"5"" Heel, 1/2"" PF",83.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Platform Lace Up Front Ankle Boot with Side Zip Closure",SALE,06/24/2021,,,68.95,TRUE TO SIZE,63.95,60.95,10.75,6.125,03/01/2017,46.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-106-bnpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-bnpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-bnpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-bnpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-106-bnpu/Preview.html,PU,PVC,PVC,RUBBER,6402.91.4050,5.0,12.7,.5,1.3,9199.00,106.95,6099,111.95,2399.00
EVE106/BPU,"**5"" Heel, 1/2"" PF Ankle Boot",Pleaser Pink Label,Platform,Ankle/Mid-Calf Boots,EVE-106,Blk Faux Leather,43.00,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-106-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-106-bpu_t.jpg,,,"5"" Heel, 1/2"" PF",124.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Platform Lace Up Front Ankle Boot with Side Zip Closure",CURRENT,,87.95,10/17/2016,101.95,TRUE TO SIZE,,90.95,10.75,6.125,03/01/2017,64.00,YES,https://pleaser.sa.metacdn.com/viewpic/eve-106-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-106-bpu/Preview.html,PU,PVC,PVC,RUBBER,6402.91.4050,5.0,12.7,.5,1.3,13699.00,159.95,9099,165.95,3599.00
EVE106/CRPU,"*5"" Heel, 1/2"" PF Ankle Boot",Pleaser Pink Label,Platform,Ankle/Mid-Calf Boots,EVE-106,Cream Faux Leather,31.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/eve-106-crpu.jpg,https://pleaser.sa.metacdn.com/picxnw/eve-106-crpu_t.jpg,,,"5"" Heel, 1/2"" PF",81.95,"5""""(12.7cm) Heel, 1/2""""(1.3cm) Platform Lace Up Front Ankle Boot with Side Zip Closure",SALE,06/24/2021,,,66.95,TRUE TO SIZE,61.95,58.95,10.75,6.125,03/01/2017,49.50,YES,https://pleaser.sa.metacdn.com/viewpic/eve-106-crpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-crpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-crpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/eve-106-crpu13.jpg,https://pleaser.sa.metacdn.com/html5/eve-106-crpu/Preview.html,PU,PVC,PVC,RUBBER,6402.91.4050,5.0,12.7,.5,1.3,8999.00,104.95,5899,108.95,2299.00
FAB1005/BNPU,"*2"" Heel Ankle Boot",Pleaser Pink Label,Single Soles,Ankle/Mid-Calf Boots,FAB-1005,Brown Faux Leather,17.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-1005-bnpu.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-1005-bnpu_t.jpg,,,"2"" Heel",67.95,"2"""" (5.1cm) Heel Lace Up Front Ankle Boot, Featuring Full-Length Inner Side Zip Closure",SALE,06/24/2021,,,55.95,TRUE TO SIZE,46.95,48.95,10.25,6.25,01/12/2017,32.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bnpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bnpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bnpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bnpu13.jpg,https://pleaser.sa.metacdn.com/html5/fab-1005-bnpu/Preview.html,PU,PVC,PVC,RUBBER,6402.91.4050,2.0,5.1,.0,.0,7499.00,86.95,4899,89.95,1899.00
FAB1005/BPU,"2"" Heel Ankle Boot",Pleaser Pink Label,Single Soles,Ankle/Mid-Calf Boots,FAB-1005,Blk Faux Leather,38.00,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-1005-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-1005-bpu_t.jpg,,,"2"" Heel",113.95,"2"""" (5.1cm) Heel Lace Up Front Ankle Boot, Featuring Full-Length Inner Side Zip Closure",CURRENT,,76.95,10/17/2016,92.95,TRUE TO SIZE,,82.95,10.25,6.25,01/11/2017,57.00,YES,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/fab-1005-bpu/Preview.html,PU,PVC,PVC,RUBBER,6402.91.4050,2.0,5.1,.0,.0,12499.00,145.95,8299,151.95,3199.00
FAB1005/CRPU,"*2"" Heel Ankle Boot",Pleaser Pink Label,Single Soles,Ankle/Mid-Calf Boots,FAB-1005,Cream Faux Leather,14.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-1005-crpu.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-1005-crpu_t.jpg,,,"2"" Heel",57.95,"2"""" (5.1cm) Heel Lace Up Front Ankle Boot, Featuring Full-Length Inner Side Zip Closure",SALE,06/24/2021,,,47.95,TRUE TO SIZE,39.95,41.95,10.25,6.25,01/23/2017,28.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-1005-crpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-crpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-crpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-1005-crpu13.jpg,https://pleaser.sa.metacdn.com/html5/fab-1005-crpu/Preview.html,PU,PVC,PVC,RUBBER,6402.91.4050,2.0,5.1,.0,.0,6399.00,73.95,4199,76.95,1699.00
FAB2023/B,"*2"" Kitten Heel Lace-Up Front Knee Boot",Pleaser Pink Label,Single Soles,Knee High Boots,FAB-2023,Blk Str Pat,21.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-2023-b.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-2023-b_t.jpg,,,"2"" Heel",73.95,"2"""" (5.1cm) Kitten Heel Lace-Up Front Knee Boot, Featuring Full-Length Inner Side Zip Closure",SALE,05/30/2018,,,60.95,TRUE TO SIZE,52.95,53.95,14.375,14.875,02/13/2017,38.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-2023-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-2023-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-2023-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-2023-b13.jpg,https://pleaser.sa.metacdn.com/html5/fab-2023-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.91.4050,2.0,5.1,.0,.0,8099.00,94.95,5399,97.95,2099.00
FAB420/B,"2"" Block Heel Classic Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-420,Blk Pat,25.00,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-420-b.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-420-b_t.jpg,,,"2"" Heel",79.95,"2"""" (5.1cm) Block Heel Classic Pump",CURRENT,,50.95,01/28/2013,65.95,TRUE TO SIZE,,57.95,,,09/23/2005,38.00,YES,https://pleaser.sa.metacdn.com/viewpic/fab-420-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-b13.jpg,https://pleaser.sa.metacdn.com/html5/fab-420-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,2.0,5.1,.0,.0,8799.00,101.95,5799,105.95,2299.00
FAB420/BPU,"2"" Block Heel Classic Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-420,Blk Faux Leather,25.00,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-420w-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-420w-bpu_t.jpg,,,"2"" Heel",79.95,"2"""" (5.1cm) Block Heel Classic Pump",CURRENT,,50.95,01/29/2015,65.95,TRUE TO SIZE,,57.95,,,04/06/2015,38.00,YES,https://pleaser.sa.metacdn.com/viewpic/fab-420-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/fab-420-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,2.0,5.1,.0,.0,8799.00,101.95,5799,105.95,2299.00
FAB420/CR,"*2"" Block Heel Classic Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-420,Cream Pat,16.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-420-cr.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-420-cr_t.jpg,,,"2"" Heel",60.95,"2"""" (5.1cm) Block Heel Classic Pump",SALE,06/24/2021,,,49.95,TRUE TO SIZE,45.95,43.95,,,01/23/2017,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-420-cr01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-cr05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-cr09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-cr13.jpg,https://pleaser.sa.metacdn.com/html5/fab-420-cr/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,2.0,5.1,.0,.0,6699.00,77.95,4399,80.95,1699.00
FAB420/R,"2"" Block Heel Classic Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-420,Red Pat,25.00,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-420w-r.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-420w-r_t.jpg,,,"2"" Heel",79.95,"2"""" (5.1cm) Block Heel Classic Pump",CURRENT,,50.95,01/28/2013,65.95,TRUE TO SIZE,,57.95,,,09/23/2005,38.00,YES,https://pleaser.sa.metacdn.com/viewpic/fab-420-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-420-r13.jpg,https://pleaser.sa.metacdn.com/html5/fab-420-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,2.0,5.1,.0,.0,8799.00,101.95,5799,105.95,2299.00
FAB422/BLSA,"*2"" Heel Peep Toe Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-422,Blush Satin,14.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-422-blsa.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-422-blsa_t.jpg,,,"2"" Heel",52.95,"2"""" (5.1cm) Heel Peep Toe Pump Peep Toe Pump Featuring a Stylish Knot",SALE,05/30/2018,,,42.95,TRUE TO SIZE,39.95,37.95,,,02/01/2017,24.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-422-blsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-blsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-blsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-blsa13.jpg,https://pleaser.sa.metacdn.com/html5/fab-422-blsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,2.0,5.1,.0,.0,5799.00,67.95,3799,69.95,1499.00
FAB422/BSA,"*2"" Heel Peep Toe Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-422,Blk Satin,13.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-422-bsa.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-422-bsa_t.jpg,,,"2"" Heel",54.95,"2"""" (5.1cm) Heel Peep Toe Pump Peep Toe Pump Featuring a Stylish Knot",SALE,05/30/2018,,,44.95,TRUE TO SIZE,40.95,39.95,,,02/13/2017,23.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-422-bsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-bsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-bsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-bsa13.jpg,https://pleaser.sa.metacdn.com/html5/fab-422-bsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,2.0,5.1,.0,.0,5999.00,69.95,3999,72.95,1599.00
FAB422/HPSA,"*2"" Heel Peep Toe Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-422,H. Pink Satin,13.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-422-hpsa.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-422-hpsa_t.jpg,,,"2"" Heel",54.95,"2"""" (5.1cm) Heel Peep Toe Pump Peep Toe Pump Featuring a Stylish Knot",SALE,05/30/2018,,,44.95,TRUE TO SIZE,40.95,39.95,,,02/01/2017,23.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-422-hpsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-hpsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-hpsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-hpsa13.jpg,https://pleaser.sa.metacdn.com/html5/fab-422-hpsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,2.0,5.1,.0,.0,5999.00,69.95,3999,72.95,1599.00
FAB422/IVSA,"*2"" Heel Peep Toe Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-422,Ivory Satin,13.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-422-ivsa.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-422-ivsa_t.jpg,,,"2"" Heel",54.95,"2"""" (5.1cm) Heel Peep Toe Pump Peep Toe Pump Featuring a Stylish Knot",SALE,05/30/2018,,,44.95,TRUE TO SIZE,40.95,39.95,,,02/01/2017,23.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-422-ivsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-ivsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-ivsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-ivsa13.jpg,https://pleaser.sa.metacdn.com/html5/fab-422-ivsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,2.0,5.1,.0,.0,5999.00,69.95,3999,72.95,1599.00
FAB422/RSA,"*2"" Heel Peep Toe Pump",Pleaser Pink Label,Single Soles,2" Heel,FAB-422,Red Satin,14.50,"9-16",https://pleaser.sa.metacdn.com/picxnw/fab-422-rsa.jpg,https://pleaser.sa.metacdn.com/picxnw/fab-422-rsa_t.jpg,,,"2"" Heel",52.95,"2"""" (5.1cm) Heel Peep Toe Pump Peep Toe Pump Featuring a Stylish Knot",SALE,05/30/2018,,,42.95,TRUE TO SIZE,39.95,37.95,,,02/01/2017,24.50,YES,https://pleaser.sa.metacdn.com/viewpic/fab-422-rsa01.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-rsa05.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-rsa09.jpg,https://pleaser.sa.metacdn.com/viewpic/fab-422-rsa13.jpg,https://pleaser.sa.metacdn.com/html5/fab-422-rsa/Preview.html,SATIN,SEMI-PU,SEMI-PU,RUBBER,6404.19.9060,2.0,5.1,.0,.0,5799.00,67.95,3799,69.95,1499.00
